accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,fileURL,yearMonthDay,ticker
0001045810-25-000065,2025-03-21,2025-03-19,2025-03-22T00:37:34.000Z,,4,,,,12819,0,0,xslF345X05/wk-form4_1742603848.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000065/xslF345X05/wk-form4_1742603848.xml,20250319,NVDA
0001958244-25-001868,2025-03-21,,2025-03-21T21:00:50.000Z,33,144,000-23985,25761420,,6401,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000195824425001868/xsl144X01/primary_doc.xml,20250321,NVDA
0001950047-25-002097,2025-03-21,,2025-03-21T20:20:08.000Z,33,144,000-23985,25760767,,4939,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000195004725002097/xsl144X01/primary_doc.xml,20250321,NVDA
0001921094-25-000334,2025-03-20,,2025-03-20T20:04:19.000Z,33,144,000-23985,25756420,,4449,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109425000334/xsl144X01/primary_doc.xml,20250320,NVDA
0001045810-25-000056,2025-03-17,2025-03-13,2025-03-17T22:00:44.000Z,,4,,,,5398,0,0,xslF345X05/wk-form4_1742248837.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000056/xslF345X05/wk-form4_1742248837.xml,20250313,NVDA
0001921094-25-000311,2025-03-13,,2025-03-13T20:08:42.000Z,33,144,000-23985,25735799,,4739,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109425000311/xsl144X01/primary_doc.xml,20250313,NVDA
0001045810-25-000054,2025-03-12,2025-01-26,2025-03-12T22:58:47.000Z,,5,,,,7980,0,0,xslF345X05/wk-form5_1741820321.xml,FORM 5,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000054/xslF345X05/wk-form5_1741820321.xml,20250126,NVDA
0001045810-25-000052,2025-03-12,2025-03-10,2025-03-12T22:57:27.000Z,,4,,,,7114,0,0,xslF345X05/wk-form4_1741820242.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000052/xslF345X05/wk-form4_1741820242.xml,20250310,NVDA
0001045810-25-000051,2025-03-12,2025-03-10,2025-03-12T22:56:51.000Z,,4,,,,6264,0,0,xslF345X05/wk-form4_1741820206.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000051/xslF345X05/wk-form4_1741820206.xml,20250310,NVDA
0001045810-25-000050,2025-03-12,2025-03-10,2025-03-12T22:55:55.000Z,,4,,,,9427,0,0,xslF345X05/wk-form4_1741820149.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000050/xslF345X05/wk-form4_1741820149.xml,20250310,NVDA
0001045810-25-000049,2025-03-12,2025-03-10,2025-03-12T22:55:19.000Z,,4,,,,5453,0,0,xslF345X05/wk-form4_1741820113.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000049/xslF345X05/wk-form4_1741820113.xml,20250310,NVDA
0001045810-25-000048,2025-03-12,2025-03-10,2025-03-12T22:53:31.000Z,,4,,,,6224,0,0,xslF345X05/wk-form4_1741820004.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000048/xslF345X05/wk-form4_1741820004.xml,20250310,NVDA
0001045810-25-000047,2025-03-12,2025-03-10,2025-03-12T22:52:48.000Z,,4,,,,4872,0,0,xslF345X05/wk-form4_1741819962.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000047/xslF345X05/wk-form4_1741819962.xml,20250310,NVDA
0001921094-25-000290,2025-03-10,,2025-03-10T20:27:44.000Z,33,144,000-23985,25724107,,5517,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109425000290/xsl144X01/primary_doc.xml,20250310,NVDA
0001045810-25-000039,2025-03-07,2025-03-03,2025-03-07T22:09:13.000Z,34,8-K,000-23985,25721175,5.02,177827,1,1,nvda-20250303.htm,8-K,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000039/nvda-20250303.htm,20250303,NVDA
0001045810-25-000037,2025-03-05,2025-03-03,2025-03-06T01:41:33.000Z,,4,,,,9251,0,0,xslF345X05/wk-form4_1741225287.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000037/xslF345X05/wk-form4_1741225287.xml,20250303,NVDA
0001045810-25-000036,2025-03-05,2025-03-03,2025-03-06T01:40:26.000Z,,4,,,,8549,0,0,xslF345X05/wk-form4_1741225219.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000036/xslF345X05/wk-form4_1741225219.xml,20250303,NVDA
0001045810-25-000035,2025-03-05,2025-03-03,2025-03-06T01:38:30.000Z,,4,,,,12446,0,0,xslF345X05/wk-form4_1741225103.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000035/xslF345X05/wk-form4_1741225103.xml,20250303,NVDA
0001045810-25-000034,2025-03-05,2025-03-03,2025-03-06T01:37:41.000Z,,4,,,,8344,0,0,xslF345X05/wk-form4_1741225055.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000034/xslF345X05/wk-form4_1741225055.xml,20250303,NVDA
0001045810-25-000033,2025-03-05,2025-03-03,2025-03-06T01:35:53.000Z,,4,,,,11373,0,0,xslF345X05/wk-form4_1741224946.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000033/xslF345X05/wk-form4_1741224946.xml,20250303,NVDA
0001045810-25-000027,2025-03-04,2025-02-28,2025-03-04T21:54:48.000Z,,4,,,,9393,0,0,xslF345X05/wk-form4_1741125282.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000027/xslF345X05/wk-form4_1741125282.xml,20250228,NVDA
0001045810-25-000023,2025-02-26,2025-01-26,2025-02-26T21:48:33.000Z,34,10-K,000-23985,25670928,,12325809,1,1,nvda-20250126.htm,10-K,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000023/nvda-20250126.htm,20250126,NVDA
0001045810-25-000021,2025-02-26,2025-02-26,2025-02-26T21:21:32.000Z,34,8-K,000-23985,25670415,"2.02,9.01",820017,1,1,nvda-20250226.htm,8-K,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000021/nvda-20250226.htm,20250226,NVDA
0001045810-25-000014,2025-02-14,,2025-02-14T11:13:39.000Z,,SCHEDULE 13G/A,,,,7187,0,0,xslSCHEDULE_13G_X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000014/xslSCHEDULE_13G_X01/primary_doc.xml,20250214,NVDA
0001045810-25-000013,2025-02-14,2024-12-31,2025-02-14T11:12:04.000Z,34,13F-HR,028-23915,25622891,,5719,0,0,xslForm13F_X02/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000013/xslForm13F_X02/primary_doc.xml,20241231,NVDA
0001045810-25-000007,2025-01-17,2025-01-13,2025-01-17T21:59:50.000Z,34,8-K,000-23985,25539409,8.01,151282,1,1,nvda-20250113.htm,8-K,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000007/nvda-20250113.htm,20250113,NVDA
0001045810-25-000002,2025-01-08,2025-01-06,2025-01-08T23:04:06.000Z,,4,,,,16892,0,0,xslF345X05/wk-form4_1736377440.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581025000002/xslF345X05/wk-form4_1736377440.xml,20250106,NVDA
0001921094-25-000014,2025-01-06,,2025-01-06T21:48:56.000Z,33,144,000-23985,25511931,,5674,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109425000014/xsl144X01/primary_doc.xml,20250106,NVDA
0001045810-24-000337,2024-12-20,2024-12-18,2024-12-20T23:18:52.000Z,,4,,,,6990,0,0,xslF345X05/wk-form4_1734736726.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000337/xslF345X05/wk-form4_1734736726.xml,20241218,NVDA
0001225208-24-010914,2024-12-18,2024-12-16,2024-12-18T22:42:41.000Z,,4,,,,12533,0,0,xslF345X05/doc4.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000122520824010914/xslF345X05/doc4.xml,20241216,NVDA
0001973251-24-000081,2024-12-16,,2024-12-16T22:36:46.000Z,33,144,000-23985,241552977,,5471,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000197325124000081/xsl144X01/primary_doc.xml,20241216,NVDA
0001045810-24-000335,2024-12-13,2024-12-11,2024-12-14T00:52:48.000Z,,4,,,,21502,0,0,xslF345X05/wk-form4_1734137561.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000335/xslF345X05/wk-form4_1734137561.xml,20241211,NVDA
0001045810-24-000333,2024-12-13,2024-12-11,2024-12-14T00:51:10.000Z,,4,,,,8724,0,0,xslF345X05/wk-form4_1734137463.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000333/xslF345X05/wk-form4_1734137463.xml,20241211,NVDA
0001045810-24-000332,2024-12-13,2024-12-11,2024-12-14T00:50:30.000Z,,4,,,,10252,0,0,xslF345X05/wk-form4_1734137423.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000332/xslF345X05/wk-form4_1734137423.xml,20241211,NVDA
0001045810-24-000331,2024-12-13,2024-12-11,2024-12-14T00:49:55.000Z,,4,,,,6151,0,0,xslF345X05/wk-form4_1734137388.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000331/xslF345X05/wk-form4_1734137388.xml,20241211,NVDA
0001045810-24-000330,2024-12-13,2024-12-11,2024-12-14T00:48:11.000Z,,4,,,,16049,0,0,xslF345X05/wk-form4_1734137284.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000330/xslF345X05/wk-form4_1734137284.xml,20241211,NVDA
0001045810-24-000327,2024-12-13,2024-12-11,2024-12-14T00:45:59.000Z,,4,,,,7059,0,0,xslF345X05/wk-form4_1734137152.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000327/xslF345X05/wk-form4_1734137152.xml,20241211,NVDA
0001958244-24-005852,2024-12-13,,2024-12-13T22:00:05.000Z,33,144,000-23985,241549182,,7805,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000195824424005852/xsl144X01/primary_doc.xml,20241213,NVDA
0001950047-24-009810,2024-12-13,,2024-12-13T21:29:15.000Z,33,144,000-23985,241548816,,5669,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000195004724009810/xsl144X01/primary_doc.xml,20241213,NVDA
0001045810-24-000320,2024-12-09,2024-12-09,2024-12-10T02:27:20.000Z,,4,,,,7031,0,0,xslF345X05/wk-form4_1733797623.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000320/xslF345X05/wk-form4_1733797623.xml,20241209,NVDA
0001045810-24-000318,2024-11-27,2024-11-25,2024-11-27T21:59:12.000Z,,4,,,,4872,0,0,xslF345X05/wk-form4_1732744744.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000318/xslF345X05/wk-form4_1732744744.xml,20241125,NVDA
0001921094-24-001474,2024-11-25,,2024-11-25T21:07:27.000Z,33,144,000-23985,241495936,,4407,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001474/xsl144X01/primary_doc.xml,20241125,NVDA
0001045810-24-000316,2024-11-20,2024-10-27,2024-11-20T21:31:22.000Z,34,10-Q,000-23985,241480830,,8552577,1,1,nvda-20241027.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000316/nvda-20241027.htm,20241027,NVDA
0001045810-24-000315,2024-11-20,2024-11-20,2024-11-20T21:21:20.000Z,34,8-K,000-23985,241480670,"2.02,9.01",772369,1,1,nvda-20241120.htm,8-K,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000315/nvda-20241120.htm,20241120,NVDA
0001045810-24-000305,2024-11-14,2024-09-30,2024-11-14T21:18:41.000Z,34,13F-HR,028-23915,241462697,,6092,0,0,xslForm13F_X02/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000305/xslForm13F_X02/primary_doc.xml,20240930,NVDA
0001045810-24-000302,2024-11-12,2024-11-07,2024-11-12T21:46:53.000Z,,3,,,,345707,0,0,xslF345X02/wk-form3_1731448005.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000302/xslF345X02/wk-form3_1731448005.xml,20241107,NVDA
0000315066-24-002826,2024-11-12,,2024-11-12T15:32:12.000Z,34,SC 13G/A,005-56649,241444869,,8562,0,0,filing.txt,,https://www.sec.gov/Archives/edgar/data/0001045810/000031506624002826/filing.txt,20241112,NVDA
0001045810-24-000300,2024-11-07,2024-11-07,2024-11-07T21:35:26.000Z,34,8-K,000-23985,241436452,5.02,144098,1,1,nvda-20241107.htm,8-K,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000300/nvda-20241107.htm,20241107,NVDA
0001045810-24-000298,2024-10-11,2024-10-09,2024-10-11T21:42:48.000Z,,4,,,,6816,0,0,xslF345X05/wk-form4_1728682961.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000298/xslF345X05/wk-form4_1728682961.xml,20241009,NVDA
0001045810-24-000296,2024-10-07,2024-10-03,2024-10-07T21:27:24.000Z,,4,,,,6816,0,0,xslF345X05/wk-form4_1728336437.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000296/xslF345X05/wk-form4_1728336437.xml,20241003,NVDA
0001045810-24-000294,2024-10-01,2024-09-27,2024-10-01T20:19:18.000Z,,4,,,,6815,0,0,xslF345X05/wk-form4_1727813951.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000294/xslF345X05/wk-form4_1727813951.xml,20240927,NVDA
0001045810-24-000292,2024-09-26,2024-09-24,2024-09-26T21:22:24.000Z,,4,,,,6818,0,0,xslF345X05/wk-form4_1727385738.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000292/xslF345X05/wk-form4_1727385738.xml,20240924,NVDA
0001961863-24-000324,2024-09-24,,2024-09-24T21:58:48.000Z,33,144,000-23985,241320989,,247027,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000196186324000324/xsl144X01/primary_doc.xml,20240924,NVDA
0001045810-24-000290,2024-09-24,2024-09-20,2024-09-24T20:12:39.000Z,,4,,,,10129,0,0,xslF345X05/wk-form4_1727208751.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000290/xslF345X05/wk-form4_1727208751.xml,20240920,NVDA
0001225208-24-008806,2024-09-23,2024-09-19,2024-09-23T20:45:44.000Z,,4,,,,10919,0,0,xslF345X05/doc4.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000122520824008806/xslF345X05/doc4.xml,20240919,NVDA
0001045810-24-000288,2024-09-20,2024-09-18,2024-09-21T01:14:53.000Z,,4,,,,7268,0,0,xslF345X05/wk-form4_1726881285.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000288/xslF345X05/wk-form4_1726881285.xml,20240918,NVDA
0001045810-24-000287,2024-09-20,2024-09-18,2024-09-21T01:13:45.000Z,,4,,,,10281,0,0,xslF345X05/wk-form4_1726881219.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000287/xslF345X05/wk-form4_1726881219.xml,20240918,NVDA
0001045810-24-000286,2024-09-20,2024-09-18,2024-09-21T01:11:52.000Z,,4,,,,9135,0,0,xslF345X05/wk-form4_1726881104.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000286/xslF345X05/wk-form4_1726881104.xml,20240918,NVDA
0001045810-24-000284,2024-09-20,2024-09-18,2024-09-21T01:11:08.000Z,,4,,,,11079,0,0,xslF345X05/wk-form4_1726881063.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000284/xslF345X05/wk-form4_1726881063.xml,20240918,NVDA
0001045810-24-000283,2024-09-20,2024-09-18,2024-09-21T01:10:31.000Z,,4,,,,13246,0,0,xslF345X05/wk-form4_1726881026.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000283/xslF345X05/wk-form4_1726881026.xml,20240918,NVDA
0001045810-24-000281,2024-09-20,2024-09-18,2024-09-21T01:09:29.000Z,,4,,,,6402,0,0,xslF345X05/wk-form4_1726880963.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000281/xslF345X05/wk-form4_1726880963.xml,20240918,NVDA
0001958244-24-004564,2024-09-20,,2024-09-20T20:34:26.000Z,33,144,000-23985,241313808,,9347,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000195824424004564/xsl144X01/primary_doc.xml,20240920,NVDA
0001950047-24-007295,2024-09-20,,2024-09-20T20:27:54.000Z,33,144,000-23985,241313705,,5666,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000195004724007295/xsl144X01/primary_doc.xml,20240920,NVDA
0001973251-24-000043,2024-09-20,,2024-09-20T20:01:53.000Z,33,144,000-23985,241313337,,4868,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000197325124000043/xsl144X01/primary_doc.xml,20240920,NVDA
0001973251-24-000042,2024-09-19,,2024-09-19T21:12:05.000Z,33,144,000-23985,241311174,,4268,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000197325124000042/xsl144X01/primary_doc.xml,20240919,NVDA
0001045810-24-000274,2024-09-16,2024-09-12,2024-09-16T20:22:22.000Z,,4,,,,24634,0,0,xslF345X05/wk-form4_1726518135.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000274/xslF345X05/wk-form4_1726518135.xml,20240912,NVDA
0001921094-24-001193,2024-09-13,,2024-09-13T20:36:49.000Z,33,144,000-23985,241298274,,34041,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001193/xsl144X01/primary_doc.xml,20240913,NVDA
0001045810-24-000272,2024-09-12,2024-09-10,2024-09-13T00:04:47.000Z,,4,,,,38467,0,0,xslF345X05/wk-form4_1726185879.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000272/xslF345X05/wk-form4_1726185879.xml,20240910,NVDA
0001921094-24-001186,2024-09-12,,2024-09-12T20:22:35.000Z,33,144,000-23985,241295226,,33439,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001186/xsl144X01/primary_doc.xml,20240912,NVDA
0001921094-24-001182,2024-09-11,,2024-09-11T20:28:31.000Z,33,144,000-23985,241292937,,32837,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001182/xsl144X01/primary_doc.xml,20240911,NVDA
0001045810-24-000270,2024-09-10,2024-09-06,2024-09-10T22:52:09.000Z,,4,,,,30611,0,0,xslF345X05/wk-form4_1726008722.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000270/xslF345X05/wk-form4_1726008722.xml,20240906,NVDA
0001921094-24-001180,2024-09-10,,2024-09-10T20:20:29.000Z,33,144,000-23985,241290327,,32235,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001180/xsl144X01/primary_doc.xml,20240910,NVDA
0001921094-24-001170,2024-09-09,,2024-09-09T20:27:31.000Z,33,144,000-23985,241287557,,31633,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001170/xsl144X01/primary_doc.xml,20240909,NVDA
0001045810-24-000268,2024-09-06,2024-09-04,2024-09-06T20:45:28.000Z,,4,,,,29263,0,0,xslF345X05/wk-form4_1725655521.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000268/xslF345X05/wk-form4_1725655521.xml,20240904,NVDA
0001921094-24-001167,2024-09-06,,2024-09-06T20:27:31.000Z,33,144,000-23985,241284853,,31031,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001167/xsl144X01/primary_doc.xml,20240906,NVDA
0001921094-24-001154,2024-09-05,,2024-09-05T20:27:40.000Z,33,144,000-23985,241281732,,30429,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001154/xsl144X01/primary_doc.xml,20240905,NVDA
0001045810-24-000266,2024-09-04,2024-08-30,2024-09-04T21:23:42.000Z,,4,,,,35467,0,0,xslF345X05/wk-form4_1725482956.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000266/xslF345X05/wk-form4_1725482956.xml,20240830,NVDA
0001921094-24-001153,2024-09-04,,2024-09-04T20:44:38.000Z,33,144,000-23985,241278135,,29827,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001153/xsl144X01/primary_doc.xml,20240904,NVDA
0001921094-24-001146,2024-09-03,,2024-09-03T21:14:39.000Z,33,144,000-23985,241275018,,29767,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001146/xsl144X01/primary_doc.xml,20240903,NVDA
0001921094-24-001135,2024-08-30,,2024-08-30T21:20:17.000Z,33,144,000-23985,241271148,,28623,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001135/xsl144X01/primary_doc.xml,20240830,NVDA
0001045810-24-000264,2024-08-28,2024-07-28,2024-08-28T21:05:08.000Z,34,10-Q,000-23985,241256524,,8873332,1,1,nvda-20240728.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000264/nvda-20240728.htm,20240728,NVDA
0001045810-24-000262,2024-08-28,2024-08-28,2024-08-28T20:21:16.000Z,34,8-K,000-23985,241255767,"2.02,9.01",780117,1,1,nvda-20240828.htm,8-K,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000262/nvda-20240828.htm,20240828,NVDA
0001045810-24-000256,2024-08-14,2024-06-30,2024-08-14T20:07:04.000Z,34,13F-HR,028-23915,241207631,,5708,0,0,xslForm13F_X02/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000256/xslForm13F_X02/primary_doc.xml,20240630,NVDA
0001045810-24-000253,2024-08-12,2024-08-08,2024-08-12T21:06:03.000Z,,4,,,,31727,0,0,xslF345X05/wk-form4_1723496757.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000253/xslF345X05/wk-form4_1723496757.xml,20240808,NVDA
0001921094-24-001014,2024-08-09,,2024-08-09T21:00:33.000Z,33,144,000-23985,241193811,,28563,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001014/xsl144X01/primary_doc.xml,20240809,NVDA
0001045810-24-000251,2024-08-08,2024-08-06,2024-08-08T21:02:45.000Z,,4,,,,42058,0,0,xslF345X05/wk-form4_1723150957.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000251/xslF345X05/wk-form4_1723150957.xml,20240806,NVDA
0001921094-24-001008,2024-08-08,,2024-08-08T20:52:17.000Z,33,144,000-23985,241189311,,27418,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001008/xsl144X01/primary_doc.xml,20240808,NVDA
0001921094-24-001001,2024-08-07,,2024-08-07T20:44:45.000Z,33,144,000-23985,241184528,,26816,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424001001/xsl144X01/primary_doc.xml,20240807,NVDA
0001921094-24-000994,2024-08-06,,2024-08-06T20:30:06.000Z,33,144,000-23985,241179821,,26214,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424000994/xsl144X01/primary_doc.xml,20240806,NVDA
0001045810-24-000249,2024-08-06,2024-08-02,2024-08-06T20:20:51.000Z,,4,,,,45904,0,0,xslF345X05/wk-form4_1722975642.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000249/xslF345X05/wk-form4_1722975642.xml,20240802,NVDA
0001921094-24-000990,2024-08-05,,2024-08-05T20:44:14.000Z,33,144,000-23985,241175521,,25612,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424000990/xsl144X01/primary_doc.xml,20240805,NVDA
0001045810-24-000247,2024-08-02,2024-07-31,2024-08-02T20:45:57.000Z,,4,,,,50933,0,0,xslF345X05/wk-form4_1722631547.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000247/xslF345X05/wk-form4_1722631547.xml,20240731,NVDA
0001921094-24-000983,2024-08-02,,2024-08-02T20:27:22.000Z,33,144,000-23985,241171421,,25010,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424000983/xsl144X01/primary_doc.xml,20240802,NVDA
0001921094-24-000980,2024-08-01,,2024-08-01T20:44:49.000Z,33,144,000-23985,241167462,,24408,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424000980/xsl144X01/primary_doc.xml,20240801,NVDA
0001045810-24-000245,2024-07-31,2024-07-29,2024-07-31T20:33:34.000Z,,4,,,,37063,0,0,xslF345X05/wk-form4_1722458006.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000245/xslF345X05/wk-form4_1722458006.xml,20240729,NVDA
0001921094-24-000975,2024-07-31,,2024-07-31T20:31:20.000Z,33,144,000-23985,241162492,,23806,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424000975/xsl144X01/primary_doc.xml,20240731,NVDA
0001921094-24-000969,2024-07-30,,2024-07-30T20:35:11.000Z,33,144,000-23985,241158020,,23204,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424000969/xsl144X01/primary_doc.xml,20240730,NVDA
0001045810-24-000243,2024-07-29,2024-07-25,2024-07-29T22:08:25.000Z,,4,,,,36410,0,0,xslF345X05/wk-form4_1722290898.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000243/xslF345X05/wk-form4_1722290898.xml,20240725,NVDA
0001921094-24-000963,2024-07-29,,2024-07-29T20:42:38.000Z,33,144,000-23985,241153020,,22602,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424000963/xsl144X01/primary_doc.xml,20240729,NVDA
0001921094-24-000958,2024-07-26,,2024-07-26T20:34:27.000Z,33,144,000-23985,241147554,,22000,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0001045810/000192109424000958/xsl144X01/primary_doc.xml,20240726,NVDA
0001045810-24-000239,2024-07-25,2024-07-23,2024-07-25T21:09:10.000Z,,4,,,,26410,0,0,xslF345X05/wk-form4_1721941742.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0001045810/000104581024000239/xslF345X05/wk-form4_1721941742.xml,20240723,NVDA
